-3.2263214588165283,4.031121253967285,-0.09877482056617737;  868.6707894802094,1052.6925247907639
-3.2145581245422363,4.036552906036377,0.010811865329742432;  870.3393716812134,1071.892900466919
-3.204962968826294,4.040983200073242,0.1041574776172638;  871.6982395648956,1088.2210803031921
-3.197938919067383,4.044227123260498,0.1766127198934555;  872.6917712688446,1100.879533290863
-3.1936254501342773,4.0462188720703125,0.22349998354911804;  873.3013279438019,1109.06454205513
-3.192128896713257,4.046909332275391,0.2401570826768875;  873.5126910209656,1111.971241235733
-3.1933982372283936,4.048033237457275,0.21355706453323364;  873.4359254837036,1107.3155224323273
-3.1967859268188477,4.0506792068481445,0.13875441253185272;  873.2099754810333,1094.234483242035
-3.201375722885132,4.0530781745910645,0.023353949189186096;  872.833146572113,1074.077389240265
-3.206005811691284,4.052996635437012,-0.12481781840324402;  872.3029339313507,1048.2081747055054
-3.209430694580078,4.048234939575195,-0.29764795303344727;  871.6278097629547,1017.9929423332214
-3.2105019092559814,4.037039756774902,-0.48673540353775024;  870.8302438259125,984.79651927948
-3.208341360092163,4.018429756164551,-0.6834874749183655;  869.9475874900818,949.9849444627762
-3.202489137649536,3.9923999309539795,-0.8793060183525085;  869.0280954837799,914.9299967288971
-3.192997455596924,3.9600090980529785,-1.0658353567123413;  868.1273159980774,881.0130852460861
-3.1804471015930176,3.9233481884002686,-1.2352266311645508;  867.3053648471832,849.6221244335175
-3.165883779525757,3.885408878326416,-1.3803640604019165;  866.6278095245361,822.1405005455017
-3.150700330734253,3.8498783111572266,-1.495013952255249;  866.1665532588959,799.9234104156494
-3.136502981185913,3.820889472961426,-1.5738613605499268;  865.9995403289795,784.2634856700897
-3.1250038146972656,3.802755355834961,-1.6124331951141357;  866.2040519714355,776.345893740654
-3.117985963821411,3.799710750579834,-1.6069154739379883;  866.8407933712006,777.1971887350082
-3.1140575408935547,3.8171629905700684,-1.5736126899719238;  868.4120557308197,784.1256636381149
-3.1105527877807617,3.8557252883911133,-1.5322296619415283;  871.2437610626221,793.4767067432404
-3.107426643371582,3.9123010635375977,-1.4842569828033447;  875.0972142219543,804.6976268291473
-3.1046385765075684,3.9838900566101074,-1.4310414791107178;  879.7348251342773,817.2697257995605
-3.102160930633545,4.067580223083496,-1.3738205432891846;  884.9291703701019,830.7218194007874
-3.0999701023101807,4.160538673400879,-1.3137474060058594;  890.4708023071289,844.6374440193176
-3.098048210144043,4.259995460510254,-1.2519149780273438;  896.1713433265686,858.6562597751617
-3.096381664276123,4.363232612609863,-1.189369797706604;  901.8645172119141,872.4724560976028
-3.0949583053588867,4.467576503753662,-1.1271262168884277;  907.4063701629639,885.8297771215439
-3.093764305114746,4.570382118225098,-1.0661749839782715;  912.6726186275482,898.5149526596069
-3.092792510986328,4.6690287590026855,-1.0074918270111084;  917.5552604198456,910.3505551815033
-3.092034339904785,4.760914325714111,-0.9520386457443237;  921.9601435661316,921.1881119012833
-3.0914957523345947,4.843443870544434,-0.90076744556427;  925.8013672828674,930.9001964330673
-3.0911948680877686,4.914039611816406,-0.8546206951141357;  928.998556137085,939.3739235401154
-3.0911760330200195,4.970127105712891,-0.8145278692245483;  931.4708189964294,946.5038061141968
-3.0901012420654297,5.010750770568848,-0.7824267745018005;  933.3406713008881,952.0582699775696
-3.086944103240967,5.037712574005127,-0.7589560747146606;  934.8082044124603,956.0344451665878
-3.082259178161621,5.052584171295166,-0.7430918216705322;  935.8994979858398,958.6519795656204
-3.0765926837921143,5.056938171386719,-0.733824610710144;  936.6359903812408,960.1084542274475
-3.0704517364501953,5.052363872528076,-0.730159342288971;  937.039783000946,960.5863988399506
-3.064279794692993,5.040465354919434,-0.7311240434646606;  937.1365134716034,960.2566719055176
-3.0584328174591064,5.022865295410156,-0.735767126083374;  936.9591865539551,959.2829889059067
-3.0531771183013916,5.0011982917785645,-0.7431616187095642;  936.5492055416107,957.8241544961929
-3.048680067062378,4.97710657119751,-0.7523996829986572;  935.9577720165253,956.0375702381134
-3.045018434524536,4.952234745025635,-0.7625942826271057;  935.2460331916809,954.0802550315857
-3.042188882827759,4.928228855133057,-0.7728703618049622;  934.4843451976776,952.1111410856247
-3.040130376815796,4.906722545623779,-0.7823683023452759;  933.7501366138458,950.290755033493
-3.0387470722198486,4.889350414276123,-0.7902270555496216;  933.125919342041,948.783450126648
-3.037946939468384,4.8777360916137695,-0.7955853939056396;  932.6943526268005,947.7553653717041
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
-3.0376784801483154,4.873502731323242,-0.797569215297699;  932.5343384742737,947.3750633001328
