-6.218527793884277,2.5281310081481934,-1.2737603187561035;  292.9939434528351,772.7257853746414
-6.208070278167725,2.512106418609619,-1.3006259202957153;  291.2362741827965,765.3777855634689
-6.196720123291016,2.505392551422119,-1.2964682579040527;  291.55829161405563,765.8990985155106
-6.1833953857421875,2.5160818099975586,-1.280525803565979;  295.81969982385635,770.3494554758072
-6.168512344360352,2.542234182357788,-1.2539746761322021;  303.48291903734207,778.2521235942841
-6.152486801147461,2.5818958282470703,-1.2179850339889526;  313.9565341472626,789.0783280134201
-6.135737419128418,2.633100986480713,-1.1737205982208252;  326.6294413805008,802.2796505689621
-6.118682384490967,2.6938767433166504,-1.1223407983779907;  340.89876973629,817.3137956857681
-6.101739406585693,2.7622427940368652,-1.0649995803833008;  356.1917613744736,833.6659556627274
-6.085325241088867,2.836214065551758,-1.0028481483459473;  371.97923505306244,850.8618211746216
-6.0698561668396,2.913804292678833,-0.9370347261428833;  387.78405833244324,868.476254940033
-6.0557427406311035,2.9930269718170166,-0.8687053322792053;  403.18339455127716,886.1359065771103
-6.043396472930908,3.0718979835510254,-0.7990037202835083;  417.80560863018036,903.5182559490204
-6.033218860626221,3.148437023162842,-0.729073166847229;  431.3267308473587,920.3475314378738
-6.025609016418457,3.2206690311431885,-0.66005539894104;  443.4609532356262,936.3889062404633
-6.020956039428711,3.2866296768188477,-0.5930906534194946;  453.9537044763565,951.4421206712723
-6.019639492034912,3.344360828399658,-0.5293185114860535;  462.5707097053528,965.3330636024475
-6.021204948425293,3.3949623107910156,-0.46902981400489807;  469.62577199935913,978.1244277954102
-6.024693965911865,3.440995931625366,-0.41185224056243896;  475.6694004535675,990.0072252750397
-6.029717445373535,3.48271107673645,-0.35793235898017883;  480.8252155780792,1001.0088801383972
-6.035887718200684,3.5203471183776855,-0.3074187636375427;  485.20615553855896,1011.1492908000946
-6.042830467224121,3.554126262664795,-0.26046618819236755;  488.91407096385956,1020.4409575462341
-6.0501933097839355,3.584240436553955,-0.21723103523254395;  492.0374411344528,1028.8902580738068
-6.057654857635498,3.610851764678955,-0.17787346243858337;  494.6527737379074,1036.4980852603912
-6.064929008483887,3.634091377258301,-0.1425541490316391;  496.8241996765137,1043.2611864805222
-6.0717692375183105,3.6540584564208984,-0.11143488436937332;  498.6038782596588,1049.1720360517502
-6.077967166900635,3.670825958251953,-0.08467583358287811;  500.0336548089981,1054.22030210495
-6.083349227905273,3.6844491958618164,-0.06243623048067093;  501.1473444700241,1058.3927190303802
-6.087770462036133,3.6949687004089355,-0.04487092047929764;  501.97165310382843,1061.6736614704132
-6.091100692749023,3.702423334121704,-0.03213515132665634;  502.5301923751831,1064.0447616577148
-6.093210697174072,3.706853151321411,-0.024381481111049652;  502.8456530570984,1065.4852283000946
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
-6.0939531326293945,3.708313465118408,-0.021762683987617493;  502.94389379024506,1065.9712088108063
