-5.1935811042785645,4.332510948181152,-0.12028786540031433;  672.8333580493927,1049.9260711669922
-5.1935811042785645,4.332510948181152,-0.12028786540031433;  672.8333580493927,1049.9260711669922
-5.1935811042785645,4.332510948181152,-0.12028786540031433;  672.8333580493927,1049.9260711669922
-5.1935811042785645,4.332510948181152,-0.12028786540031433;  672.8333580493927,1049.9260711669922
-5.1935811042785645,4.332510948181152,-0.12028786540031433;  672.8333580493927,1049.9260711669922
-5.1935811042785645,4.332510948181152,-0.12028786540031433;  672.8333580493927,1049.9260711669922
-5.1935811042785645,4.332510948181152,-0.12028786540031433;  672.8333580493927,1049.9260711669922
-5.1935811042785645,4.332510948181152,-0.12028786540031433;  672.8333580493927,1049.9260711669922
-5.1935811042785645,4.332510948181152,-0.12028786540031433;  672.8333580493927,1049.9260711669922
-5.1935811042785645,4.332510948181152,-0.12028786540031433;  672.8333580493927,1049.9260711669922
